#,Word,Oxford 3000,Oxford 5000,Level,Part Of Speech,Site URL
5377,thrilled,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/thrilled
5378,thrive,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/thrive
5379,throat,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/throat
5380,through,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/through_2
5381,through,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/through_1
5382,throughout,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/throughout
5383,throughout,1,1,b1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/throughout
5384,throw,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/throw_1
5385,thumb,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/thumb_1
5386,thursday,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/thursday
5387,thus,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/thus
5388,ticket,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ticket_1
5389,tide,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tide_1
5390,tidy,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tidy_1
5391,tidy,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tidy_2
5392,tie,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tie_2
5393,tie,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tie_1
5394,tight,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tight_1
5395,tighten,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tighten
5396,till,1,1,b1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/till_1
5397,till,1,1,b1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/till_1
5398,timber,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/timber
5399,time,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/time_1
5400,time,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/time_2
5401,timely,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/timely
5402,timing,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/timing
5403,tin,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tin
5404,tiny,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tiny
5405,tip,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tip_1
5406,tip,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tip_2
5407,tired,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tired
5408,tissue,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tissue
5409,title,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/title_1
5410,title,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/title_2
5411,to,1,1,a1,infinitive marker,https://www.oxfordlearnersdictionaries.com/definition/english/to_2
5412,to,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/to_1
5413,tobacco,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tobacco
5414,today,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/today_1
5415,today,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/today_2
5416,toe,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/toe_1
5417,together,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/together_1
5418,toilet,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/toilet
5419,tolerance,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tolerance
5420,tolerate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tolerate
5421,toll,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/toll_1
5422,tomato,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tomato
5423,tomorrow,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/tomorrow_1
5424,tomorrow,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tomorrow_2
5425,ton,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ton
5426,tone,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tone_1
5427,tongue,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tongue_1
5428,tonight,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/tonight_1
5429,tonight,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tonight_2
5430,tonne,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tonne
5431,too,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/too
5432,tool,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tool_1
5433,tooth,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tooth
5434,top,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/top_2
5435,top,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/top_1
5436,top,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/top_3
5437,topic,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/topic
5438,torture,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/torture_1
5439,torture,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/torture_2
5440,toss,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/toss_1
5441,total,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/total_1
5442,total,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/total_2
5443,total,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/total_3
5444,totally,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/totally
5445,touch,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/touch_2
5446,touch,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/touch_1
5447,tough,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tough_1
5448,tour,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tour_1
5449,tour,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/tour_2
5450,tourism,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tourism
5451,tourist,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tourist
5452,tournament,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tournament
5453,towards,1,1,a2,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/towards
5454,towel,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/towel_1
5455,tower,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tower_1
5456,town,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/town
5457,toxic,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/toxic
5458,toy,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/toy_2
5459,toy,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/toy_1
5460,trace,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trace_2
5461,trace,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trace_1
5462,track,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/track_1
5463,track,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/track_2
5464,trade,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trade_1
5465,trade,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trade_2
5466,trademark,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trademark_1
5467,trading,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trading
5468,tradition,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tradition
5469,traditional,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/traditional
5470,traffic,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/traffic_1
5471,tragedy,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tragedy
5472,tragic,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tragic
5473,trail,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trail_1
5474,trail,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trail_2
5475,trailer,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trailer
5476,train,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/train_1
5477,train,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/train_2
5478,trainer,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trainer
5479,training,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/training
5480,trait,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trait
5481,transaction,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transaction
5482,transcript,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transcript
5483,transfer,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transfer_2
5484,transfer,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/transfer_1
5485,transform,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/transform
5486,transformation,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transformation
5487,transit,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transit_1
5488,transition,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transition_1
5489,translate,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/translate
5490,translation,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/translation
5491,transmission,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transmission
5492,transmit,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/transmit
5493,transparency,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transparency
5494,transparent,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/transparent
5495,transport,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transport_1
5496,transport,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/transport_2
5497,transportation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/transportation
5498,trap,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trap_1
5499,trap,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trap_2
5500,trauma,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trauma
5501,travel,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/travel_2
5502,travel,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/travel_1
5503,traveller,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/traveller
5504,treasure,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treasure_1
5505,treat,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/treat_1
5506,treatment,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treatment
5507,treaty,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/treaty
5508,tree,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tree
5509,tremendous,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tremendous
5510,trend,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trend_1
5511,trial,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trial_1
5512,tribal,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tribal_1
5513,tribe,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribe
5514,tribunal,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribunal
5515,tribute,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tribute
5516,trick,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trick_1
5517,trick,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trick_2
5518,trigger,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trigger_2
5519,trigger,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trigger_1
5520,trillion,0,1,b2,number,https://www.oxfordlearnersdictionaries.com/definition/english/trillion
5521,trio,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trio
5522,trip,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trip_1
5523,trip,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trip_2
5524,triumph,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/triumph_1
5525,troop,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/troop_2
5526,trophy,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trophy_1
5527,tropical,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/tropical
5528,trouble,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trouble_1
5529,trouble,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trouble_2
5530,troubled,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/troubled
5531,trousers,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trousers
5532,truck,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/truck_1
5533,true,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/true_1
5534,truly,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/truly
5535,trust,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trust_1
5536,trust,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/trust_2
5537,trustee,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/trustee
5538,truth,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/truth
5539,try,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/try_2
5540,try,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/try_1
5541,tsunami,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tsunami
5542,tube,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tube
5543,tuesday,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tuesday
5544,tuition,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tuition
5545,tune,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tune_1
5546,tunnel,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tunnel_1
5547,turn,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turn_2
5548,turn,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/turn_1
5549,turnout,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turnout
5550,turnover,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/turnover
5551,tv,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tv
5552,twelve,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/twelve
5553,twenty,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/twenty
5554,twice,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/twice
5555,twin,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/twin_2
5556,twin,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/twin_1
5557,twist,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/twist_2
5558,twist,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/twist_1
5559,two,1,1,a1,number,https://www.oxfordlearnersdictionaries.com/definition/english/two
5560,type,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/type_1
5561,type,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/type_2
5562,typical,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/typical
5563,typically,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/typically
5564,tyre,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/tyre
5565,ugly,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ugly
5566,ultimate,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ultimate_1
5567,ultimately,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/ultimately
5568,umbrella,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/umbrella
5569,unable,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unable
5570,unacceptable,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unacceptable
5571,uncertainty,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uncertainty
5572,uncle,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uncle
5573,uncomfortable,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/uncomfortable
5574,unconscious,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unconscious_1
5575,under,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/under_2
5576,under,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/under_1
5577,undergo,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undergo
5578,undergraduate,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/undergraduate
5579,underground,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/underground_1
5580,underground,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/underground_2
5581,underlying,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/underlying
5582,undermine,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undermine
5583,understand,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/understand
5584,understanding,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/understanding_1
5585,undertake,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/undertake
5586,underwear,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/underwear
5587,undoubtedly,0,1,c1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/undoubtedly
5588,unemployed,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unemployed
5589,unemployment,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unemployment
5590,unexpected,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unexpected
5591,unfair,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unfair
5592,unfold,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unfold
5593,unfortunate,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unfortunate_1
5594,unfortunately,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/unfortunately
5595,unhappy,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unhappy
5596,uniform,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/uniform_1
5597,unify,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unify
5598,union,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/union
5599,unique,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unique
5600,unit,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unit
5601,unite,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unite_1
5602,united,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/united
5603,unity,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/unity
5604,universal,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/universal
5605,universe,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/universe
5606,university,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/university
5607,unknown,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unknown_1
5608,unless,1,1,b1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/unless
5609,unlike,1,1,b1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/unlike_1
5610,unlikely,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unlikely
5611,unnecessary,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unnecessary
5612,unpleasant,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unpleasant
5613,unprecedented,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unprecedented
5614,until,1,1,a1,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/until
5615,until,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/until
5616,unusual,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/unusual
5617,unveil,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/unveil
5618,up,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/up_1
5619,up,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/up_2
5620,upcoming,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upcoming
5621,update,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/update_2
5622,update,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/update_1
5623,upgrade,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/upgrade_2
5624,upgrade,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/upgrade_1
5625,uphold,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/uphold
5626,upon,1,1,b1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/upon
5627,upper,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upper_1
5628,upset,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upset_1
5629,upset,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/upset_2
5630,upstairs,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/upstairs_2
5631,upstairs,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/upstairs_1
5632,upwards,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/upwards
5633,urban,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/urban
5634,urge,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/urge_1
5635,urgent,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/urgent
5636,us,1,1,a1,pronoun,https://www.oxfordlearnersdictionaries.com/definition/english/us_1
5637,usage,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/usage
5638,use,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/use_2
5639,use,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/use_1
5640,used,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/used1
5641,used to,1,1,a2,modal verb,https://www.oxfordlearnersdictionaries.com/definition/english/used-to
5642,useful,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/useful
5643,useless,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/useless
5644,user,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/user
5645,usual,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/usual
5646,usually,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/usually
5647,utility,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/utility_1
5648,utilize,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/utilize
5649,utterly,0,1,c1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/utterly
5650,vacation,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vacation_1
5651,vacuum,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vacuum_1
5652,vague,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/vague
5653,valid,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/valid
5654,validity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/validity
5655,valley,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/valley
5656,valuable,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/valuable
5657,value,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/value_1
5658,value,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/value_2
5659,van,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/van
5660,vanish,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/vanish
5661,variable,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/variable_2
5662,variable,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/variable_1
5663,variation,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/variation
5664,varied,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/varied
5665,variety,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/variety_1
5666,various,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/various
5667,vary,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/vary
5668,vast,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/vast
5669,vegetable,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vegetable
5670,vehicle,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vehicle
5671,vein,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/vein
5672,venture,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/venture_1
5673,venture,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/venture_2
5674,venue,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/venue
5675,verbal,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/verbal
5676,verdict,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/verdict
5677,verify,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/verify
5678,verse,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/verse
